Gene,N0416,N0417,N0429,N0510,N151127,N160118,N160331
PPA2,16.839949,2.999627,3.587293,17.857891,18.067436,16.107821,18.158813
CENPE,0.111319,0.058178,0.157601,0.212419,0.263431,0.270392,0.163888
GSTCD,0.786864,0.615313,0.365862,0.480949,0.851993,1.011281,0.904299
INTS12,4.132306,0.971035,0.634406,2.239739,3.788813,2.189038,1.942352
ENPEP,0.690688,1.44031,0.572401,0.565577,1.045081,0.846455,0.895295
CASP6,0.710281,0.738294,0.414581,0.783919,1.237137,1.601045,1.515845
LEF1,0.039632,0.350005,0.739658,0.045846,0.417632,0.04731,0.326577
HADH,3.449715,2.568367,1.129755,4.842485,6.863212,8.362468,10.367865
EGF,0.207395,0.181586,1.067833,0.045214,0.292632,0.228131,0.140256
PAPSS1,9.809627,4.150267,2.405772,9.931163,12.564613,13.03834,12.636399
SEC24B,6.539618,4.29797,2.224485,5.721824,9.408631,9.242332,10.066344
PPP3CA,6.340553,3.527402,2.116537,5.256058,12.008612,9.990052,13.399647
SLC39A8,7.19947,1.506173,0.99091,4.16099,8.702237,7.601635,8.997485
MTTP,0.147451,0.106871,0.133024,0.054409,0.045009,0.021087,0.043577
FBN2,0.532299,0.497641,0.256419,0.643466,1.230294,0.870332,1.149892
MAPK8IP3,3.416604,6.670914,2.779269,5.667728,14.387159,11.844836,13.356371
RGS3,0.977503,1.089759,1.731177,1.386499,3.357509,1.917175,4.115245
GUCD1,2.946214,1.985974,1.071727,2.693549,6.050261,5.457939,7.185819
RNF185,5.098014,2.161584,1.193315,3.752027,6.450235,7.018952,7.463031
SHISAL1,1.01736,0.746731,0.298371,1.638097,1.836645,1.868865,1.044219
PARVG,0.077456,0.156969,0.182757,0.115778,0.461414,0.075861,0.259499
B4GALNT3,0.837335,2.34356,0.700049,2.149041,2.314436,2.824069,3.027575
ERP27,0.217301,0.090753,0.21284,0.314266,0.402057,0.1606,0.50656
ETV6,0.68588,1.282251,0.65937,1.015429,4.38353,3.033775,3.771945
GABARAPL1,42.629662,23.302029,6.119645,27.74699,54.725548,47.033886,56.378635
KIF21A,11.704176,7.278188,2.661262,8.773438,8.39268,13.984721,12.553809
CPNE8,3.281519,1.051482,1.281294,1.534321,2.798358,3.068537,2.730672
YARS2,2.702836,1.537173,0.770869,2.656994,3.020428,3.716967,3.500199
FGD4,6.674156,3.31775,1.900952,4.997696,6.430299,6.48537,9.441737
ALG10,2.093938,0.852981,0.763437,1.727066,1.74497,1.590135,2.074608
PIK3C2G,0.02644,0.053854,0.203213,0.020493,0.022667,0.00531,0.056944
SINHCAF,4.054462,3.231339,0.931687,3.51131,6.717693,8.140209,7.200342
AEBP2,4.006964,1.693357,0.961344,2.949957,6.101623,6.069067,6.671724
SLCO1C1,0.50366,2.611457,3.241747,0.948297,0.83608,0.17055,11.107679
ETFBKMT,2.705508,0.897192,0.523205,2.231342,2.373131,2.04929,2.705169
ETNK1,26.951483,8.191998,3.342543,12.46456,20.87961,22.508791,20.919085
ZCRB1,12.837886,3.705896,2.626963,9.207998,15.254391,16.6399,16.636705
TMEM117,2.173062,1.817231,0.914595,2.106934,2.182696,2.388806,3.792404
PRICKLE1,0.089021,0.236845,0.241514,0.240494,0.359324,0.227295,0.223958
C1RL,0.780455,1.010589,0.554734,1.014858,6.16128,3.196934,4.857635
NDUFA9,4.752212,1.682514,0.762589,3.725266,3.736795,3.349182,3.581681
CLSTN3,3.667547,4.236783,1.318182,4.134071,9.443305,9.267526,12.349901
KLRG1,0.707169,0.099446,0.115111,0.890383,0.435272,0.573008,0.474062
VAMP1,0.461289,0.585931,0.849992,0.837099,0.567742,0.584008,0.563244
TAPBPL,3.239733,1.73314,0.667332,1.773894,6.034222,7.000736,8.362552
CD27,0.124517,0.133632,0.149864,0.159067,0.478298,0.107129,0.069278
RBP5,0.284657,0.22573,0.101069,0.349626,0.158446,0.688095,0.165308
PEX5,1.776614,2.521413,0.856723,2.485617,4.75868,4.568557,4.875039
PIANP,0.12674,0.401938,0.447468,0.341834,2.853385,3.649543,3.692831
SLC38A4,0.214602,0.194876,0.248526,0.259824,0.34465,0.207459,0.116902
AMIGO2,1.786001,1.169229,0.637423,0.983388,2.583224,0.95451,1.874532
SCAF11,13.627743,10.615213,6.011322,11.128879,13.627917,14.419621,18.139759
COL2A1,0.262673,0.754356,0.387973,0.410621,1.368276,1.95317,1.149356
PPFIA2,6.906086,1.441405,0.868402,0.965368,0.413861,0.479483,1.380973
LLPH,1.242259,0.412954,0.397512,0.801244,1.726858,1.746286,1.852863
LRIG3,3.706011,1.784313,2.109274,2.726368,5.050013,3.789469,4.23225
MARCHF9,1.555677,1.88114,0.938354,2.861291,4.092356,6.153909,6.989047
INHBE,0.193946,0.099348,0.141548,0.31627,0.147166,0.084373,0.282733
GLIPR1,2.675172,1.284393,0.875365,1.707933,4.992777,2.807655,2.826687
TPH2,0.57124,0.045759,0.120892,1.09181,0.27857,0.473248,0.883777
PHLDA1,0.844596,2.177051,0.975044,0.665562,2.883879,1.811133,3.393188
TMEM19,3.248168,1.031748,0.788454,3.111037,4.842218,4.366359,4.20788
LGR5,0.150639,0.429956,0.649987,0.118379,0.306733,0.556252,0.444533
PTPRQ,0.054768,0.076317,0.12499,0.078802,0.018372,0.0159,0.118724
DUSP6,3.498938,3.039112,4.309268,2.70854,5.403696,5.030904,4.762548
POC1B,6.858284,2.228199,1.485904,2.325368,4.736678,4.373038,2.494145
TMTC3,7.244491,1.867133,1.165589,4.217495,5.629109,5.554049,6.829801
LUM,2.360587,3.338046,5.671323,2.255563,18.061035,6.166649,9.217926
SNRPF,5.144188,1.275686,1.207705,3.411382,9.614927,8.536951,9.94205
AMDHD1,0.438997,0.107035,0.497308,0.165928,0.206842,0.51763,0.535381
NEDD1,3.932359,1.481585,1.524323,2.200428,4.194061,3.63402,4.35907
SYCP3,0.231702,0.336882,0.379879,0.333763,0.291525,0.167493,0.137725
ASCL1,8.589271,3.071499,0.361639,2.378122,16.360327,24.582346,6.072824
GAS2L3,0.370068,0.119163,0.60507,0.778312,0.629544,0.273303,0.312975
TMEM132B,0.103086,0.101807,0.987243,0.058878,0.046067,0.027616,0.261982
SLC15A4,3.498911,1.577554,1.555391,2.990334,5.455482,4.480628,4.785649
TDG,6.541504,2.457416,1.959692,4.997001,5.356221,5.314022,6.804391
RITA1,1.514602,1.273255,0.637884,2.128959,4.304464,3.617613,4.335256
SDSL,1.536134,0.660489,0.377387,1.513995,3.432412,5.532607,8.095701
MMAB,2.193444,1.560064,0.334716,2.149871,1.66451,2.139354,6.601046
GLTP,1.506915,1.302975,1.266353,1.560686,4.817383,4.364807,6.633122
GIT2,1.839734,3.355908,1.41051,1.848584,2.700209,2.444605,3.320585
TCHP,2.150846,1.569453,0.4797,1.884963,2.746482,2.18874,2.74844
FAM222A,1.154168,2.842222,0.467928,1.626582,5.838382,6.1763,8.80552
FOXN4,0.031713,0.036559,0.145961,0.038313,0.042156,0.040886,0.047378
NUP58,17.60265,9.593819,3.734711,14.343533,12.810048,14.092325,14.480289
MTMR6,7.252526,2.100012,0.979106,4.315551,7.329899,6.967837,8.58474
SLC46A3,7.322678,2.749184,1.15295,7.349512,9.126558,9.61165,9.36172
SLC7A1,2.390012,3.099782,0.819714,2.074517,6.424405,6.375703,7.40402
LNX2,2.982542,1.306523,0.934913,2.529275,3.197123,3.781347,3.753785
SUOX,2.92546,1.216802,1.003662,2.799615,5.086997,6.592697,6.421154
CCDC65,1.404374,0.972167,0.956949,1.022499,1.118414,1.660787,1.38907
SLC39A5,0.027205,0.058741,0.144929,0.064754,0.046918,0.044858,0.050268
TARBP2,1.841266,0.897905,0.596599,1.601597,2.353927,2.699947,2.03984
RDH16,0.092809,0.054007,0.154979,0.060331,0.038,0.006262,0.017393
DHH,0.080881,0.093245,0.154677,0.101895,0.227118,0.076035,0.477238
ACVRL1,0.361872,0.223142,1.041608,0.298104,2.165411,1.18665,1.685305
GPR84,0.030518,0.136604,0.25889,0.047895,0.177079,0.023198,0.055271
NPFF,0.240266,0.243732,0.674127,0.487528,0.253419,0.208283,0.111559
NABP2,3.4415,1.386461,0.981094,3.154992,6.68801,6.886209,6.561485
N4BP2L1,9.44901,8.418398,1.301662,5.504756,8.572209,9.605143,8.02233
SMARCC2,4.430356,6.355828,4.610476,7.186278,12.833899,12.332398,12.461667
BRCA2,0.188555,0.069559,0.147053,0.157189,0.381291,0.099458,0.124778
KANSL2,5.144251,3.038367,0.921108,4.713838,4.615761,4.258639,4.140727
CERS5,6.481884,4.507551,1.121372,4.696708,9.303117,9.160223,10.479758
MAP3K12,3.262995,3.618308,2.105545,3.298119,4.273172,4.926824,4.896166
ITGB7,0.140296,0.049635,0.271333,0.096209,0.320173,0.107045,0.231555
GALNT6,0.157082,0.152026,0.175974,0.306316,0.468064,0.454999,0.981836
CSAD,0.87585,1.39239,0.852534,1.014464,3.256194,1.108485,0.66374
LMBR1L,4.529097,4.014781,1.345858,3.137677,4.137505,3.854551,4.571267
MYG1,5.610147,1.534413,1.013285,5.004388,9.153068,11.41175,11.3689
ESYT1,1.746623,1.881722,2.048989,2.285947,7.275383,4.016136,8.162045
TMBIM6,38.168858,22.809772,14.690358,32.651516,75.865707,65.388435,85.073822
ANKRD52,1.44172,2.442187,1.216115,2.530993,4.789512,5.009197,6.402503
ZNF740,2.264999,0.830404,1.131836,3.03373,2.364449,1.891454,2.29313
SMIM2,0.203371,0.373298,0.547843,0.423782,0.12863,0.180698,0.030994
WDFY2,1.777205,2.217186,0.72145,3.063686,2.415888,2.255677,2.926765
HNRNPA1L2,3.17129,1.110256,0.898878,2.528645,3.167709,3.332662,3.56256
LPAR6,5.207923,0.527994,0.567621,0.544523,5.66052,0.753445,2.749595
ESD,36.7328,6.592316,5.151893,19.003428,36.94508,38.927944,41.914005
RB1,6.922605,4.144342,2.501733,5.503315,11.413253,9.501645,9.953469
SBNO1,5.535063,3.090679,1.506229,5.080631,6.759778,6.600678,7.652444
MORN3,0.233582,0.255624,0.444719,0.324124,0.372669,0.601358,0.648852
SETD1B,0.405987,0.896062,0.538997,0.545083,4.829006,5.172706,5.656465
VPS33A,4.501423,2.045105,1.141771,4.065609,6.807723,7.538337,8.897503
VPS37B,0.938468,4.157191,2.081903,1.096483,6.789401,4.979792,5.817167
RHOF,0.248577,0.18235,0.097758,0.341838,0.275916,0.297678,0.335571
DENR,6.607263,2.374921,1.535527,6.04155,10.682064,9.308541,11.574492
DIAPH3,0.170932,0.038621,0.105912,0.168345,0.129162,0.102208,0.079255
SLAIN1,1.081551,2.367317,1.918895,3.609444,2.895296,5.33303,4.316464
RBM26,7.583423,4.650899,2.336019,5.834229,6.634424,6.068663,6.609941
SRRM4,0.126294,0.407798,0.316691,0.241115,0.735514,0.88737,1.277949
METTL21C,0.070814,0.025194,0.201535,0.057271,0.036295,0.012101,0.015652
MBNL2,22.588982,6.247959,4.030704,11.015268,18.987761,18.695639,22.80868
RNF113B,0.075855,0.638621,0.260296,0.229314,0.119578,0.129041,0.089513
ABHD13,4.476577,1.61384,0.78277,2.50469,3.873947,3.4816,4.249201
RAB20,1.007961,0.902776,0.469952,0.442104,4.073723,2.885226,3.35689
GRTP1,0.045997,0.047321,0.222024,0.05624,0.179949,0.102406,0.344055
CUL4A,7.680014,3.671176,1.779185,6.33471,9.532641,9.924141,11.781402
TTC6,0.272136,0.040425,0.140514,0.238078,0.012996,0.002488,0.006357
SSTR1,0.158998,0.067364,0.126357,0.187629,0.104746,0.096066,0.130807
CDH24,0.049339,0.18001,0.560495,0.078619,0.22135,0.098425,0.387841
REM2,0.580041,0.597032,0.18682,0.833411,1.12527,2.200285,1.959018
CBLN3,0.186741,0.251662,0.320549,0.353505,0.361068,0.702082,0.697919
TSSK4,0.250865,0.260817,0.270479,0.50354,0.370496,0.26507,0.275429
NOVA1,4.249166,4.265938,2.696888,3.991573,6.501189,8.071483,6.526943
FITM1,0.114884,0.107514,0.122852,0.071462,0.052778,0.097937,0.147248
MDGA2,0.029547,0.052278,0.842065,0.02393,0.008471,0.002307,0.007449
TMX1,7.584538,1.682857,0.965121,4.655887,8.424572,6.708582,9.121097
FRMD6,0.909539,2.041278,2.177887,1.102815,4.64707,1.950835,2.762284
PELI2,1.180472,0.481953,1.001321,1.38458,2.681673,1.984884,2.811241
RTN1,19.542976,8.843384,7.098901,17.404631,36.686852,45.335487,39.32793
ARMH4,3.209142,2.132097,1.814311,2.466035,3.008657,3.060979,3.093788
SYT16,0.231238,0.740018,0.161603,0.395702,0.177605,0.433764,0.543364
SLC38A6,1.523837,1.721147,0.736354,2.785627,2.296059,1.711586,3.140311
NAA30,4.314337,1.210295,0.681706,3.006055,5.00649,4.787319,5.237651
ADAM21,0.101458,0.248886,0.575455,0.205182,0.118031,0.166753,0.098788
RDH12,0.251884,0.151757,0.150087,0.122765,0.298253,0.459197,0.321433
DCAF5,4.413996,2.624844,1.578783,3.568469,7.600852,6.704505,8.296405
RAB15,1.058678,0.894385,0.71421,1.071893,2.168882,1.651929,3.724488
WDR89,2.668134,0.370255,0.612477,1.124771,1.005166,1.824604,1.134199
ESR2,0.403275,0.301789,0.235421,0.316021,0.262743,0.259899,0.172963
KCNH5,0.608136,0.449067,0.163079,0.326139,0.543893,0.059963,0.549047
STON2,1.331376,1.41326,1.147307,2.864657,1.678967,2.45127,2.188502
EFCAB11,1.504784,0.716587,0.758363,1.559018,1.447013,1.784796,1.682943
GPR65,0.133166,0.130331,0.357712,0.145192,0.453894,0.144996,0.410045
PTGR2,1.835364,0.854421,0.608588,1.346252,1.452622,1.940946,1.757395
JDP2,0.560971,0.976097,0.735263,0.847523,2.076779,1.674637,1.947283
AK7,2.945362,1.214775,0.697069,3.775615,4.716478,5.726894,4.345167
SLC24A4,0.219653,0.279434,0.211015,0.829364,0.434472,0.389583,0.420355
FBLN5,0.510297,1.031406,0.869037,0.792244,11.492735,5.983227,7.934491
SERPINA10,0.066938,0.085282,0.088919,0.118043,0.045868,0.030622,0.01919
CLBA1,2.96259,1.383969,0.865338,2.87076,2.775281,4.9809,4.687398
WARS1,8.520164,7.501884,3.543206,7.719131,18.983604,22.532806,28.378448
WDR20,1.580081,2.004213,1.608119,2.085754,2.631575,3.425056,6.01276
NIPA2,4.996952,1.700158,0.944831,3.30721,7.128935,7.1913,9.740607
SLC12A6,3.41933,2.367495,1.525145,3.624662,5.566398,5.609245,4.903039
MFAP1,6.686402,2.213992,1.536691,4.564403,7.2032,8.209724,9.443399
TCF12,4.435557,4.546695,4.0854,4.607995,8.696496,6.374012,8.106056
SORD,0.498892,0.52843,0.458723,0.927407,1.543161,5.546699,3.772105
SERF2,25.269327,10.103144,5.004681,18.606943,31.332453,32.213264,38.791882
ZSCAN29,2.482714,1.739865,1.266567,2.458668,2.397771,3.018879,2.886929
DUOX2,0.019663,0.024802,0.132245,0.007373,0.003027,0.053948,0.043722
LYSMD2,5.594306,2.29865,0.832907,5.480262,9.93904,10.04381,13.185931
SLC27A2,8.513998,3.351181,0.555378,6.919263,6.585807,6.982919,5.53704
FGF7,0.474862,0.411822,0.41807,0.427174,4.142271,1.259415,0.78752
HDC,0.065035,0.083426,0.299376,0.085223,0.16769,0.065936,0.078214
GCNT3,0.112017,0.031181,0.198195,0.033946,0.109577,0.011378,0.003244
BNIP2,7.278783,3.445149,2.156351,5.222701,9.811216,6.685719,8.925255
GTF2A2,9.102337,2.587466,1.480338,6.893454,10.091888,11.638293,13.797749
SRP14,55.166397,16.987093,9.617908,38.243282,71.15947,84.388931,102.111542
BAHD1,0.383557,0.494807,0.431617,1.152239,1.332605,2.938251,4.347053
DISP2,0.214489,0.310657,0.192917,0.305669,0.467096,0.859663,0.828147
CDAN1,1.072619,1.064337,1.158975,0.996676,1.557233,1.682798,1.887591
TLE3,1.184048,1.417417,1.357838,1.46525,5.075037,3.812008,6.010413
ANP32A,11.318992,5.148821,3.728379,8.673648,17.720404,18.323545,21.034286
COMMD4,3.077577,2.181722,0.855578,3.137849,6.029262,11.31287,5.47472
UBE2Q2,7.443062,2.344186,1.746902,4.783834,11.795831,9.065573,17.069637
PSTPIP1,0.130592,0.224055,0.392933,0.091977,0.657989,0.115993,0.199156
ETFA,10.812811,5.805064,2.95598,9.893208,9.19285,9.985527,12.634636
BCL2A1,0.225263,0.432032,0.225389,0.134719,0.426761,0.355385,0.540507
HMG20A,5.791107,2.164533,2.40842,6.811602,4.497752,4.453453,6.282305
SCAPER,8.338683,5.895093,2.902729,8.722966,9.101007,8.187885,7.313189
TSPAN3,17.868256,6.163669,3.411965,15.708022,21.68014,22.488199,27.587906
WDR61,16.97286,3.185348,2.303413,13.474591,14.533988,17.667561,18.401651
NCOA2,11.305696,7.984492,3.245773,10.479409,12.122018,13.634302,12.805257
NEIL1,1.381731,1.225344,0.860636,2.518462,1.511944,1.957501,2.309214
MAN2C1,5.780358,9.282272,3.051322,9.064878,5.918954,5.370668,5.291822
DNAJA4,7.535581,6.408268,1.614814,9.346495,8.922423,11.318804,13.71885
TLNRD1,0.575791,0.73914,0.408699,0.629348,3.256332,3.218488,3.753772
TPM1,12.343054,6.78615,7.420715,8.475101,27.535221,13.742001,18.06419
IGF1R,3.673133,5.008592,2.406949,5.108491,10.332993,8.916536,10.279563
ARRDC4,3.175462,2.684915,2.137499,2.260886,5.37867,4.109157,4.488295
PIF1,0.013916,0.044652,0.100077,0.034529,0.106547,0.009516,0.03313
USP3,0.70008,0.79231,0.391249,0.995361,0.795751,0.674127,0.696676
CYP11A1,0.032578,0.031025,0.050148,0.030823,0.101273,0.027673,0.146791
BBS4,9.684418,5.240388,1.158227,4.92997,7.243747,10.37715,9.674521
PML,0.79847,1.941535,1.221569,1.489742,5.213951,4.833549,7.302323
CYP1A1,0.007885,0.025247,0.149133,0.039604,0.037193,0.011752,0.006378
ADAMTS17,0.102449,0.280165,0.932686,0.07136,0.197902,0.090892,0.276495
LINS1,3.785562,1.924907,1.044093,2.494424,2.437082,1.702028,2.718128
ULK3,4.294688,3.428912,1.507009,5.284946,3.502388,5.957583,4.38188
GOLGA6D,0.028608,0.032989,0.203526,0.031492,0.010673,0.003889,0.01792
PCSK6,0.497357,2.175209,0.652414,0.710251,0.552592,1.091516,2.423464
CCDC33,0.010875,0.015551,0.059746,0.014741,0.018269,0.015161,0.01331
CELF6,3.72811,3.561321,0.883103,3.893998,4.595945,5.985842,5.823059
SCAMP2,3.956076,2.729907,1.739917,3.579991,11.953679,13.240782,15.713673
LMAN1L,0.047669,0.088503,0.158356,0.137156,0.04867,0.165201,0.032203
HAPLN3,0.218995,0.159731,0.264322,0.167302,0.738886,0.429412,0.443873
POLG,1.450332,1.579049,0.926043,1.701841,3.784762,2.139382,2.883027
RLBP1,0.219751,0.436654,0.167462,0.749508,1.161082,0.591629,0.496175
FANCI,0.394131,0.239947,0.613031,0.363997,0.591371,0.203737,0.255723
ABHD2,9.055977,9.641398,4.3955,8.752445,23.989218,17.811695,25.004677
WDR93,0.118677,0.194796,0.566034,0.4869,0.116314,0.463357,0.24082
TICRR,0.054825,0.072187,0.22677,0.065367,0.117865,0.075734,0.126226
NTRK3,0.627982,0.967371,1.404629,0.484471,2.076779,1.027992,1.855339
DET1,0.86619,1.821547,0.754828,0.979077,1.177406,1.066799,2.206194
MFGE8,2.359154,4.272985,1.570053,2.096909,15.501124,7.566646,15.374731
ZNF710,0.431051,0.832695,0.803774,0.746523,2.408885,1.79513,2.536404
UNC45A,2.094786,1.980335,1.093036,2.719776,3.601707,3.762792,5.07305
ST8SIA2,0.044098,0.189718,0.245327,0.065068,0.185288,0.108762,0.153594
MCTP2,3.192039,2.465307,0.719351,5.417722,2.584935,3.133811,3.465781
FURIN,1.793287,2.885347,1.243665,1.66038,15.132221,14.299205,16.511526
IQGAP1,19.361162,14.845375,9.795842,15.565562,36.092842,36.791069,38.13755
CRTC3,0.632504,1.375378,0.737307,0.609946,1.814151,0.972916,1.194366
EFL1,3.69433,1.794479,0.980104,2.767777,3.623003,3.482055,3.815707
SH3GL3,0.809186,0.074214,0.398903,0.649158,0.494145,1.021823,1.02793
SEC11A,32.79438,5.867672,3.295772,17.358332,29.035189,27.457163,36.596333
GLYR1,6.372971,8.412783,3.870274,6.982302,11.935774,10.943012,12.171522
PMM2,2.548622,2.081656,0.477864,2.935858,4.048279,2.744935,1.524544
SLC5A2,0.16239,0.115782,0.13016,0.116282,0.195914,0.289219,0.225946
ITGAX,0.22076,3.358717,0.61138,0.562217,2.128581,0.167564,1.185564
TGFB1I1,0.113084,0.278573,0.503978,0.084595,2.84011,2.129931,2.740886
RUSF1,10.06457,4.843834,2.426944,10.388121,13.716044,16.043661,19.812037
ARMC5,0.814143,0.763289,0.292096,0.719079,2.17223,3.022334,3.070141
PARN,3.500377,2.565137,1.178132,3.878393,5.019721,5.566146,5.745529
FTO,6.277423,3.214996,1.532238,6.421355,9.35116,9.960354,8.991665
UQCRC2,21.295368,9.951037,4.780795,17.190784,23.747818,25.261293,24.212269
CDR2,4.438302,2.158354,0.947285,3.743274,5.472396,6.838522,8.133674
IGSF6,0.246376,0.433724,0.213244,0.252852,2.723633,0.390353,1.601171
ARHGAP17,2.319689,4.382515,1.007249,2.040268,4.238799,5.097552,5.281319
MYLK3,0.050127,0.041358,0.222595,0.18712,0.08928,1.514214,0.217365
NKD1,0.042661,0.120591,0.52373,0.119453,0.472312,0.160703,0.345491
DHX38,2.232895,2.236444,1.489481,2.648527,6.255307,6.571186,7.112114
TXNL4B,2.285392,1.49684,0.730463,2.450949,2.817943,3.727749,2.36204
MARVELD3,0.082771,0.071775,0.200232,0.118854,0.364418,0.773013,0.935615
CHST4,0.52671,0.783785,0.441858,0.840738,0.617994,1.122086,0.358995
ZFHX3,0.369825,0.90647,0.88102,0.57292,7.078297,1.07845,1.239
CLEC18B,0.085845,0.721385,0.253158,0.124223,0.012999,0.039518,0.20627
CPNE2,0.667176,0.679523,1.643268,0.859224,3.254313,2.120061,3.725023
NLRC5,1.146894,1.736091,1.057782,1.648438,2.293088,5.007256,1.036634
KATNB1,1.418611,0.527087,0.689553,1.195586,2.887814,2.877735,3.511309
KIFC3,0.931926,1.115414,0.832928,0.617744,1.117487,4.820218,6.132773
ADAMTS18,0.12307,0.188181,0.716809,0.372618,0.131679,0.095143,0.134123
NUDT7,0.742039,0.185299,0.503468,0.505938,1.071718,1.934246,1.071254
GCSH,3.31218,1.039773,1.216446,1.974773,5.182791,7.0794,8.545962
CMTM3,0.662221,0.415481,0.838658,0.681444,3.290535,2.308488,3.380001
CMTM2,0.005623,0.044122,0.087415,0.180479,0.301592,0.01054,0.03109
CDH11,1.039066,2.216545,4.518419,1.768141,23.232334,3.204953,11.019441
NOL3,2.89865,1.926714,0.961359,2.663942,7.054699,7.690168,9.169864
MAP1LC3B,10.428179,7.531893,3.160426,7.562819,30.925938,28.302189,32.941921
MBTPS1,16.705818,22.034861,4.017676,15.402557,32.376549,34.226475,35.645138
CDH13,0.062785,0.153317,0.5353,0.183495,0.086374,0.002537,0.058206
ZCCHC14,2.23852,2.73409,1.407569,2.835144,7.107485,6.279282,6.584053
MEAK7,0.724517,0.682684,0.90651,1.831873,1.479224,1.267586,1.410689
OSGIN1,0.053494,0.34926,0.135932,0.079665,0.992326,0.907381,1.698929
IRF8,0.375059,0.594448,0.581466,0.582582,2.610274,0.599419,1.441143
RHOT2,4.024846,2.892964,1.074572,3.294839,7.436629,7.437651,10.351184
ZSCAN32,1.11579,2.899331,1.052732,2.109931,1.59146,1.518561,2.51286
RPS2,50.248508,19.205187,11.194776,36.164276,151.490479,178.138062,204.513992
NDUFB10,10.687487,3.892819,2.111001,6.273282,21.752441,28.474722,26.606319
PDPK1,3.269783,1.285859,0.744056,2.123363,6.88833,8.389459,9.940634
TIGD7,4.894385,1.520329,1.010919,2.581971,3.530289,3.504372,3.589535
DEF8,2.46885,2.920286,1.560918,3.272207,4.132037,4.927568,5.428709
TCF25,15.688675,12.760842,5.554209,6.756,9.989229,25.794283,29.071127
GALNS,1.481438,1.394343,0.871185,2.011557,1.666636,3.123043,3.001419
GAS8,2.496405,2.335778,1.609258,5.163918,6.09699,7.118081,6.161945
MED9,2.277518,1.88433,1.246872,2.14801,3.503167,3.467359,4.852093
NCOR1,9.474041,11.386892,6.12218,12.424132,14.010698,12.842254,12.903323
